headline,text
"
Communicate with your eyes.,
Raise your eyebrows just the tiniest bit whenever he smiles, nods, winks, etc.,
Look down and flutter your eyelashes a little.,
Push your tongue against the skin below your bottom teeth.,
When your eyes meet with his, move your shoulder forward slightly and then let it drop.,
Once you've glanced at him quickly, look away and continue on with whatever you were doing.,
Get close.,
Involve your hair.,
Remember to be yourself.",eye powerful come body language indicate interest indicate he interested well eye contact increase heartbeat help release hormone associate love lustfix gaze guy youre interested youre already acquaint talk show youre size uplocking eye sure sign continued interestdo face scan telltale sign interestdarting glance second look help indicate interest himavoid star might go flight mode keep casual always smile enough let see change expression without look force overdone important look amuse disgust remember overreact theyll think interested much make seem innocent yet still interested glance shoulder open mouth little much mouth look overly wide much look like fish gasp air make look flatter also give impression youre good kisser guy gon na want move shoulder whole arm bring shoulder forward move head slightly closer drop shoulder move head back uptry look shoulder position accentuates curve invite attention keep want wonder meant flirt move he start show interest make keener get closer move near touch hand base arm gently squeeze arm hand shoulder youre talk nothing hard light quick touch withdraw hand againlean whisper speak softly reel he interested move closer beware move back leanin mean lack interestif flinch tense touch probably mean he nervous around might move fast try act relaxed around slowly run finger hair stop nape neck finger reach neck either trail finger back forth across collarbone move pendant necklace back forth caress body way cause interested guy watch intentlywatch lip part touch mouth finger youre right interest zone happens everyone else already takenmake look appeal act look dumb front youre actually really smart make confuse start wonder youre truth lie okay begin get notice talk good way strike conversation act naturalwhere look two conversation stare lip make sure listen say instant turnoff guy think take advantage
"
Create a handmade card.,
Write a simple message.,
Sign your card.,
Give the card to your crush.",go make something elaborate keep simple say card matter arent artistic get piece red construction paper fold half use card also draw paint even make collage get creativeif know crush like certain animal activity draw make collage base thatyour card doesnt handmade although crush might find particularly sweet write long note anytime want ask sweetie valentine write something simple card could say would front card write valentine inside little something extra could write compliment like look nice todayyou could also write want know outside inside say valentine want crush know right away sign name inside little mysterious sign card secret admirer hopeful valentine dont write love anything serious like dont want could put xo mean hug kissesfor example could write dear helen valentine yes please meet park xoxo jane youre feel brave always walk right crush hand card however pretty normal feel shy dont way always leave note somewhere theyll sure find itfor example could put locker slip backpack arent look put one text booksfor extra special touch leave single flower note rose popular dont traditional
"
Give your crush candy.,
Make your crush a mix CD or special Spotify playlist.,
Bake them cookies.,
Bring them a stuffed animal.",sweeten crush day box valentine candy like heartshaped box chocolate youre comfortable ask crush valentine person tuck short note box packaging read laterfor something little creative use candy conversation heart write note instead send crush traditional card burn cd sweet song make think cd arent really thing curate spotify playlist instead include track list make special art youre comfortable explain gift person include note cd send message link playlist ask valentineif musically gift could write record song include last trackyou could also use voice record app record ask valentine put playlist crush appreciate take time make something youre low cash might good solution know favorite kind cookie get recipe make dont usually cant go wrong chocolate chip sugar cooky could even make heartshapedadd note cooky ask valentineyou could also use ice write cooky know crush love cat monkey take advantage store whole aisle dedicate valentine day gift usually plenty plushies choose choose doesnt necessarily animal plush version everythingfor example crush play basketball look plush basketballto get conversation start hand plush toy smile say something simple like saw make think
"
Wait for a good opportunity.,
Pull your crush aside.,
Go for it.,
Send a text or instant message.",try corner crush force talk hurry busy something crush chat big group friend work homework thats probably good time wait good time talk since theyre crush probably know little free time day lot easy talk private plus crush might get embarrass ask front everyone meet locker morning class walk one class lunch might also good time start normal chat bring upif two share inside joke particular interest start conversation valentine day share feel nothing lose everything gain go ityou could open wonder phrase however want could also start today valentine day give big smileyou dont make grand gesture keep simple youre shy ask person next best thing keep message short sweet could write really like would valentine add emoji like smiley face heart message keep everything feel lightheartedif youre friend facebook instagram could also send private message
"
Make sure he knows who you are.,
Look your best.,
Introduce yourself.,
Compliment him.,
Make flirtatious eye contact.,
Smile.,
Say “hi.” This is another example of something that may be easier said than done.,
Like or “friend” him on social media.,
Make a statement.,
Make sure he’s available.,
Do something nice for him.,
Be direct.,
Write him a note.,
Send a text or online message.,
Invite him to an event.",easy already lab partner science class work together office however may crush guy youve never actually talk case several way let know without seem like youre stalk himif mutual friend one introduce youif work store caf frequent make sure go regularly work ask question item menu thing sell friendly thank help youlike photo post social medium connect wayif youre coworkers classmate dont normally interact find reason organize office party see want volunteer sit near class ask borrow pencil never know maybe youll run guy case want look good youll feel confident interaction wear clothes feel show personality make look feel specialif favorite accessory special hat wear become part trademark look help boost confidence make seem memorableyou want look best make sure also dress appropriately dont want show work something reveal impress wear fanciest outfit regular day school intimidate step youre naturally shy however people happy meet new person feel ease someone take time introduce politelykeep simple frequent place work he become familiar face simply say hi im jane dont think ive gotten name yet next time go thereyou say see around lot dont think weve actually met im monique people always remember someone compliment flatter let know notice something find something tell appreciate either appearance something he do hell associate positive feeling complimenttell like piece clothing particularly there something identify example could say nice tshirt love band toocompliment work say always make best latte youre really good lab partner flirtatious eye contact come different form generally need maintain eye contact least four second coyly look away hold gaze long let know youre flirtingif youre feel really bold sexy subtly lick lip consider rather forward make sure know youre doingtheres difference flirt star make sure youre reading signal respond star may seem obvious youre feel nervous shy may forget smile however smile important sends signal youre friendly approachable also show may interestedsmiling teeth show eye crease around edge conveys warmth give appearance youre genuinely excite see feel shy around guy thats perfectly normal however want feel comfortable enough least say helloyou wait look catch eye say something casual like hi hows goingif generally say hi hall place work bump notch add something like good morning nice see easy step say hello real life wouldnt seem strange become friend facebook another social medium platform work particularly well mutual friend run similar circlesif he someone youve follow online date site app use app indicate profile like profilewhen like profile request friend natural time send brief message even something like hey really like picture post conversation starter make look sound confident say something surroundings invite conversation let know youre interest talk toyou say something like wow weather incredible isnt coffee place incredibleyou also ask help direction say something like ive never type coffee youd recommend help figure get library save lot embarrassment know guy like available something dont know try find number wayscheck wedding ringonline check photo significant otherlisten talk reveal lot life without mention partnerdoes keep eye move around room look people sign he single look love something nice great way let know like without actually say anything small gesture make sure something hell notice appreciateif notice always show class without pen pencil bring one special give say something like notice usually could use one theseif work somewhere frequents give small freebie discount wont get trouble frequent place work leave generous tip bring something example could say always make great sandwich thought id bring cooky make cant tell like get signal youre send always direct excite guy since wont spend time guess intentionsyou direct without demand say something like id really like get together sometime youre interestedin direct let know like say something like seem like really interest person would like hang sometimesome people like super direct simply say tell really big crush sometimes see charm sometimes put guy might know information might feel put spot cute way let know youre interested also way slip number ball court keep simple dont need profess undying love right secondwrite number piece paper hand say something flirty like believe want thisif youve never met mutual friend may want give number safety reason course number connect social medium however possible fun low key way connect himsay something personal interest simply whats ask something base profile ask advice somethingfor example say hey new restaurant saw post picture think might try week may afraid ask guy hell likely flatter guy dont get ask much probably extra excite think ahead fun event want invite tochoose something happens specific day concert sport event dont choose something like get drinksay something like hey ive get extra ticket maybe youd like come
"
Wait for a time when he feels happy and secure.,
Find a quiet, private location to talk.,
Keep it simple and from the heart.,
Close your eyes, take a deep breath, and say ""I love you."",
Tell him how your feel over distance with a thoughtful letter or phone call.",guy stress work school deal family issue preoccupy personal crisis probably wont receptive big new development relationship perfect moment dont wait one lowkey quiet moment without stress always good opportunity however bad time talk loveafter sexwhile intoxicatedover text phoneduring fight argument special place brings strong memory may want tell place first date go dinner twomonth sixmonth anniversary say really matter place talk without interrupt constantlyask go walk help basic chore simply come talk minute dont try big gesture romantic set isnt time chance good backfire matter feeling dont overthink thing speak heart open conversation big productionjust start talk honestly relationship happy make good memory youve share feeling bring topic love organically eventually thing left come say close eye count three let say way feel comfortable since word really matter make eye contact smile bravely astound honest love person already remember simpler sweeter youre shy unsure try methodsim love youjoe want know past eight month happiest life feel like weve connect deep level every day spend together well last love youive something chest feel good let love youlean kiss cheek whisper ear quickly love cant meet person still need get feeling chest nothing decree cant say love anyway reason facetoface nicer much personal make longdistance conversation personal instead text message signing ambiguous love take time write letter email purpose express love doesnt long heartlet know youd rather talk person couldnt keep feeling secret longerelaborate bit story event emotion lead feeling lovelet know dont need immediate response want let know felt
"
Find time once a day to tell or show him your love.,
Find ways to tell him without saying the words.,
Give him space and free time.,
Talk openly and honestly when you're upset-- even loving couples fight.,
Tell your partner you love them whenever you feel love, not because you feel obligated.",make effort show love day whether goodnight love simply put toothpaste brush youll keep relationship strong long time youre worried show affection think find one time day even extralong passionate kiss great way slow time man halfsecond people hard time say word love doesnt mean dont love partner youre someone struggle bit show affection try little technique let someone know carehold squeeze handsmake plan together future even future datesintroduce friend andor familysurprise kiss hug affectiongive compliment encouragement admirationdo little favor especially seem upset sound paradoxical sometimes best thing see remember fell love separate people separate life need preserve independence stay happy love dont feel like need talk check constantly show much care sometimes give free time best way show know love someone avoid fight issue say love accept concern inlove couple argument need air openly honestly keep love alive dont feel like youre destroy love go back word bring disagreement issue youre show love another waydont ever let partner get something dont want prove love love doesnt need proven everyone different comfort level come say love say every phone call save special moment everything dont worry often say love often hear people different show love different way word mean much mean say love youre feel full love youll much happier
"
Make it clear that you don’t demand to hear it back.,
Sit and listen to him after you've said your piece.,
Give him time and space to think.,
Continue treating him like a friend, no matter what his response, to help the relationship grow.,
Respect his decision or response without argument.",pause smile start talk something else indicate moment say thought know even tell dont need hear anything back let know take time think thing less come across like youre try extract particular response likelier hell give one want immediately eventually realizes lucky guy iswhen talk try phrase everything personally realize love fell etc instead use language like u guy arent always encourage communicate thought feeling extra important make feel like someone confide active listener reading line wait finish respond dig question avoid tie whatever say back youve told love patient work emotionssome silence though may feel awkward bad thing may bit shock need time digest news dont feel like one must always talk youre demand response doesnt mean arent pressure disappears day two dont worry much need process thing chase follow every move wait see responds drive farther away awkward tell feeling kind cordial youve do part smile responds love reason rush aisle tell someone love another step relationship end line important thing treat like love say wordskeep talk regularly open honest conversation relationshipdont feel need tell love every day action speak louder word ultimately express feeling cant control go respond matter say return respect wish move life take lot bravery passion tell someone love proud effort courage
"
Ask yourself why you wanted to say ""I love you."",
Spend time together talking, hanging out, and being romantic.,
Talk to trusted mutual friends if you are unsure whether he is a friend or something more.,
Make sure he knows that you like him before you tell him you love him.,
Let your love wash over you for a few days before making a move.,
Considering letting him say it first.",love beautiful joyous emotion also powerful word shouldnt throw around man unless youre sure mean doesnt mean need write thesis feeling need ask hope gain tell love himif he already say love know feel feel free come say itif relationship strong know well might time say love youif youre convince youre love need tell trust instinct say itif want tell see hell say love back feel pressure say dont love something give others doesnt expect need someone el responseif youre friend want consider ask say love make sure spend quality time together launch lbomb also give great chance gauge feeling towards likely love feel attraction back towards focus let go fun love force feeling take time build relationshipat end day confidently tell feel youre sure like back okay thats want tell feelingsis comfortable hang tell youre love might come little strongly sometimes need perspective big reason many people wont say love theyre afraid partner doesnt feel way end day come speak mind feeling honestly however youre little worriedask mutual trust friend see two datingtalk one friend see interested anyone right youre feel bold ask feeling even best friend take aback powerful word love might thought love month big sudden news imagine similar situation friend like suddenly tell love youd loss word say least dont jump right love take time explore feeling together test water week advance withi want tell really like youi love spending time great monthslets go date change love blissfully confuse human emotion around feel overwhelmed affection feel stomach flip every time see want blurt love every turn chance good youre head heel love strong feel avoid temptation immediately tell anyone instead sit back enjoy rush love day show isnt crush real thing still feel like love get ready make moveif dont still feel attach day hadnt crush love love stay around long scientifically proven men say love first often womento make matter bad many date book hardset woman always say love second reason fuzzy evolutionary advantage men create commitment early make woman say first seem overly needy something say tradition like men weirded woman say love first shouldnt keep express feeling worth consider
"
When she walks into the room and sees you she may look down as if someone said ""you have a stain on your shirt"" and she is trying to find the stain.,
If you sit next to her in class see if she glances at you.,
If she has made any note of you she'll most likely play hard to get sometimes like hardly looking at you but when she does she blushes,smiles,etc.

,
Depending on how shy she is, when she stares at you, she will either pull away very quickly or hold your gaze.,
Does she casually touch your arm while you are talking?,
Does she love to hang around with you as compared to other guys?,
Ask her friends about her crush.,
Does she include you in all her planned events?,
Well, now if she is your best friend then these signs will be normal.,
Does she compliment you?,
Does she defend you?",thats probably make sure look nice mean nervous look normally regular guy walk room wouldnt bother check doesnt look nervous dont get hope girl try hide act normal dont want know stay tune there way notice look three separate time probably like rarely look one right mean notice regular guy walk room dont think like right away mean like play hair talkinglooking maybe like big help like company best friend directly ask maybe say like deep inside like one make first move may nice person want get close well like deserve justice girl stand
"
Be yourself.,
Ask her about herself.,
Ask her a simple question.,
She'll start random conversations with you.,
If she walks by you and doesn't look at you or acknowledge you, it may be because she wants you to think she isn't interested.,
Does she pay attention to you?,
Say something random to her.,
Make sure to be nice to her.,
If her friends look at her and then you, or whenever you are talking to her, her friends give looks at you and raise their eyebrows, this is also a good sign, and if somebody says she likes you, chances are she told them because she was hoping you would find out.,
If you sit diagonal from her in class, her knees or shoulders will be pointed towards you.,
If you are sitting beside her and she has her legs crossed over and her crossed over leg is towards you this may mean that she is comfortable in your company and likes to talk to you.

,
If you're sitting behind her, she will lean back on her chair, and try to get your attention (for example, copying your habits) and will look for ways to turn around and look at you (passing an assignment back, she'll turn around and look at you).

,
Another sign that you can tell if a girl likes you is if she smiles every time you come and talk to her.

,
Ask her out and see what she says.,
If you like her, give her hints on Snapchat or Facebook, say.,
If the girl is online, chat with her a bit, then tell her you have to go.,
Notice her movements.,
Pay attention to whether she changes her posture when you enter the class.,
Here's a great hint that she likes you.,
Notice when you tease her.,
Don't talk to her best friend obsessively, as this could hint that maybe you like her best friend and that is not a good sign!,
When you're in the hallway, try to walk a couple of steps in front of her.,
If you talk to her in class and she's quiet and quick speaking, but you talk to her on the phone or something and she's all loud and not nervous, she may like you.

,
Notice when she sits by you in class.,
Get up a few times in class.,
If she looks at you and doesn't say anything, then she is waiting for you to say something to start the conversation or give a simple sign to let her know that you notice her, like a wave and smile.,
If you both have Facebook accounts or something similar and she starts chatting with you within five minutes of your arrival online, and this happens a few times, this is a good sign.,
If you have known her for a long time, then if she likes you, she will start to change her behavior, unconsciously or consciously.,
If you are friends and she goes to you with all her problems, it shows she trusts you and wants you to be part of her life.,
If you play an online game and she is your friend on the game, she might start sending you a lot of presents.,
If you make her laugh and she puts her head on your shoulder and puts her hand over yours there is a good chance she likes you.

,
If she is slouching forward with her head in her arms, or her hair is concealing her face, pay attention to which way her chair angles, and which way her face is pointing.,
If you are in lunch and she stares at you from time to time maybe smiling from here to there, she is probably into you.,
Check to see if she's flirting.,
Note!,
Tease her a little, but not too much.,
Get to know her very well then ask her out but don't say, ""Do you like me?"",
Help her out and do stuff with her!,
She stares at you.,
If you like her, but you're not sure if she likes you back, go to one of her best friends and have them ask her who she likes.",confident keep head look eye confident make first move typically people love talk ask question get know doesnt know doesnt seem interested share back dont want come creepy may sit doesnt reply quickly mean want stick around longer like like shell want talk personunless shes play hard get also smile shes talk say yes answer mean nervous judge like especially dont talk much attempt talk start small conversation question take note go way ask instead anyone else call name say hi probably smile nervous talk say name lot mean want notice like blurt keep notice chance even trace amount feeling shell smile try stretch conversation give dirty look turn away okay go next step make sure make think dislike polite gentlemanlike dont worry friend dont act different around may told sit across angle towards mean like want get closer get way like save lot run around im always think asks like tell say name start letter name start get think little tell really good flirt method point girl like guy come straight log big hint like play bang tug hair play hair adjust clothes talk probably like girl seem get nervous around guy like cant look eye may sign something good could really like want look good shes nervous around definite sign youre talk beforehand friend walk say hi say hi turn back either want attention want leave continue hard time think comeback probably like doesnt want go doesnt offend girl get jealous like shell walk faster catch hand shes walk front shes walk really slowly want speed walk next slows behind dont take sign doesnt like shes probably nervous try act funny around might definitely something see follow direction dont many time otherwise may notice back probably like mean watch chat list wait come online however doesnt every time dont worry probably worried bugging appear pushy may become well person start copying thing attempt impress also good way find roughly long like take problem try help solve similarly go problem show obsessive motherhen concern genuinely try fix every problem either like good friend may may mean like youif sit near near free session talk tiny bit louder usual may appear reading book turn page head turn slightly towards may try listen say say something funny smile slightly chuckle almost percent sure listen therefore like least interested similarly textbook open write doesnt seem aware write may listen quite difficult spot may try sneak peek one friend also friend walk talk himher might look smile look himher angry look touch play hair youre sit next knee touch smile lot laugh time catch look pretty obvious flirt girl like long time may thing anymore probably still look time discreet become well conceal feeling like accepted part life openly declare love mean interested dig deeper also know favorite animal say something smile freak say really want see movie say hey maybe go see sometimes work youve know comfortable clue also always talk friend shes probably crush really want know ask friend youre afraid ask one friend ask friend say like ask
"
Notice the touch barrier.,
Watch her body language.,
Notice her eye contact.,
Pay attention to how she acts around her boyfriend.",pay attention broken touch barrier need figure friendly flirty might give friendly pat shoulder might flirt interested touch often might sign flirtingthe amount time touch aspect determines touch flirty friendly touch quick brush hand linger secondswhere touch could sign touch mean touch shoulder might something friend whereas touch hand face could sign interested younotice reciprocates touch give side hug lean might like seem uncomfortable pull away hug maybe give space talk might like turn body toward point foot way could interested woman get nervous around guy like touch hair neck sign feel jittery nervous around might interested woman look guy like often like wont able help look notice lot eye contact talk might interested know kind girl get shy nervous might opposite look could also mean like every time boyfriend huge smile face might sign back always look miserable maybe room heart develop feeling someone else pay attention act around boyfriend might help figure feel also might mean anything look sad boyfriend necessarily mean love want
"
Notice her sense of humor.,
Think about what she talks to you about.,
Pay attention when she talks about her boyfriend.,
Notice when she talks to you.,
Look at your messages.",always really serious around might like could mean shy humorous person often girl joke around guy like genuinely seem like fun tease joking around laugh joke might like conversation consist basic daytoday small talk weekend really warm today might like although could also mean nervous ask anything deeper ask life interest tell might interested never brought say negative thing feeling could fading go perfect probably like complicate though possible feeling one personif say tanner bought rose yesterday go dinner tonight best boyfriend probably like say thing like tanner get huge fight last night never anything together heart might relationship go way talk give attention might like speed catch talk talk happen near seem go way talk show attention might like pay attention online conversation conversation person never sends text snapchats might like although might boyfriend always sends text snapchats daytoday activity asks might interested text month ask school work maybe
"
Figure out your intentions.,
Flirt with her.,
Bring up that you are interested.,
Back off if you need to.",decide ask feel figure want first want sleep one time never speak love dont genuine feeling probably worth time time try pursue genuinely like might worth ask feel dont jump right ask feel first flirt show interested joke around give compliment ask smile see make eye contact try break touch barrier find excuse brush touch arm sincere fake feel like establish connection feel confident might like back ask feel stressful nerveracking worth finally clear answer confident also understand delicate situation might put awkward spot even flirt mean must love boyfriendtry say something like know boyfriend dont want get way want know developed feeling completely understand commit someone else want know werent would want date yougive plenty time think tell navigate feeling say interested interested leave alone let happy boyfriend continue pursue rude disrespectful give however much space want need get comfortable continue friend
"
Get to know your crush a bit.,
Hang out in person.,
Figure out if she likes you.,
Get your crush’s number.,
Start with a brief greeting.,
Text with good spelling and grammar.,
Text in the evening.,
Text when you know she won’t be busy.,
Steer the conversation in a positive direction.,
Revisit topics you’ve discussed before.,
Give a sincere compliment.,
Don’t over-text.,
Plan what you want to say.,
Tell her you enjoy spending time together.,
Tell her that you like her.,
Ask her out.",crush may prettiest person woodwind section dont know anything know shes someone youd want date try notice important thing treat friend well shes nice little kid less popular people shes passionate something cool make sure like personality face try date herif shes funny notice kind joke make nice person doesnt hurt people feeling get laughsif shes smart see help others walk person sit next math problem sign shes kind go school together friend common figure way talk crush bit lowpressure situation example lab partner could collaborate lab partner project want see outside school maybe friend come friendssay ellen tyree go bowling schoolwant come u bring people tooif dont friend common start simply talk dont use pickup line anything like smile greet name ask something common say something like hi bethany gotten hang new choir piece yetgroup hang fun arent date remember arent date unless people know datethis mean fair act like youre invite ton friend movie youre invite girl arent different specie dont need decode wont able know like play hair touch shoulder certain amount time tell enjoys spending time face light see great time swap joke whenever hang youre probably right trackif girl touch arm shoulder lot sign feel comfortable around good signif initiate plan instance signal want conversation partner spanish class mean enjoys companyif conversation flow naturally youre together probably mutual interest compatible communication style thats also good news youre friendly youre still interested crush take next step get phone number hang talk already wont outrageous request stay calmwhen ask say something simple matter fact like trade number want first hear opinion new marvel movieif youre work project together thisll even natural say well probably need meet weekend lay newspaper together text youyou also make part planning group hang say im stoke concert brian jessica number make sure meet place youve start texting crush best begin friendly openended way salutation question initiate conversation allows gauge whether shes busy preoccupy example send text say hi hello todaydont say hi hey sound lazy might know say responseuse followup question girlsall peoplelike feel theyre interest ask tell quirky dance teacher semifinal softball game like babysit little brother texting etiquette complicate instance everyone know end every text period make sound angry dont need write english paper best check spell put comma dont belong show like enough put thought writinghi whats math homework destroy badly destroy look lot well hi whats math hmwrk kill u people relaxed even follow busy day school work youll time respond others thought way plus communicate night feel romantic tell like broad daylightmake sure text bedtime feel invasive wind text pm want able give full attention conversation want able give attention mean best text shes told plan shes told shes go friend instance give little space always text tomorrow ask girlsnightout wentit work way toodont text right movie know youll distract upbeat positive conversation receptive girl tell like try stay away negative topic ruin mood problem school work controversial subject upset turn conversation sourtalk pop culture common youre giant potterheads ask feel new movie trailerjoke something daily life share school lunch inedible casserole ask shes nightmare show youre good listener care pay attention everything share example mention like bowling ask high score favorite alley often effective tell girl like show understand recognize best quality example like knowledge comic tell learn something new xmen every time talk heravoid compliment crush physical characteristic like body eye stage come creepyif crush recently rock performance big event congratulate skill texting fun much become really intense youre texting crush several hour day might time dial back bit especially true seem put effort text isif text crush twice doesnt respond back whileif shes shell text shes readydont go far direction never text back may try play cool feel ignore shell feel bad dont need write perfect script take little time figure tell crush youre think ahead little bit youre less likely fumble forget blurt something intense ive crush seven yearsconsider often well ask someone clearlydefined date way youre tell like give opportunity action planknow youll deal youre reject rejection happens everyone end world easy say something like thank tell enjoy hang friend worry take bit space return friendship couple week confident indirect way tell girl like without actually say like send text hang together even official date say something like fun tonight enjoy company cant wait simple direct show youre confident feel strongly enough feeling youre willing admit word word make statement personal share like example say im youre passionate social justice like youre sunny enough brighten anyones dayjust like youre compliment girl mention something specific personality like tell crack whenever hang commitment save environment powerful cool youve laid feeling bare probably want take relationship step date way date girl course go date youve told like invite out two make clear group hang casual thingits real datewhen youre ask someone always suggest specific date time say something like want get deepdish see school play friday night way like cant make shell reschedule shes interested itll lot easy feeling hear im sorry cant make dont feel way youplan date around thing like youre minigolf milkshake ask want go favorite range thursday school stop diner milkshake
"
Start a conversation with your crush five minutes before your class is about to end.,
A minute or so before the bell rings, look at the clock and say, ""Oh man, class is almost over!,
If he refuses, just casually shake it off and say, ""Oh, okay.,
If he says yes and gives it to you, then don't go crazy right there.",talk something like tv show movie sport hobby etc make sure calm casual yet still appear interested give number ill call later dont frantic crazy say remain serene time talk person tomorrow dont let get say guy arent comfortable however say wait try ask otherwise hell catch say thanks smile get excite later
"
Go up to your crush and just ask him for his number, saying something like, ""Hey, I was going through my contacts last night, and I realized that I don't have your number!""",oh gosh totally need number
"
Once again, if he says no, just shake it off and keep going.",say yes wait he go get excite
"
Go up to him and say: ""I don't want to use a cheap line, like 'I lost my phone, can I borrow yours?',
Or...!",give number dont use old line fold tiny piece paper write name something sweet like fun number stick pen cap go school crush ask pen dont find paper try give pen back end class say something like keep look closely like back textcall afterwards voila owner number owner dont textcall often unless first one like neediness
"
Find common ground.,
Be yourself instead of someone else.,
Dress in a way that makes you comfortable.,
Be friendly — to everyone.,
Show a real interest in them.,
Wow them with your confidence.,
Talk about the things that actually interest you.,
Know when you should change the subject.,
Compliment them.,
Ask them questions.,
Be okay with poking fun at yourself.,
Don’t act like a girly girl if that’s not who you are.,
Don’t get your girlfriends to talk to guys for you.,
Don’t laugh at everything.,
Don’t try to show off.,
Don’t make fun of other girls.",one thing around guy look thing common get interest conversation go doesnt super deep simple mutual affection community lifelong love cub look guy clothes binder notebook clue may common start lighthearted discussion ityou dont find immediately get guy talk minute youll able latch something pretty soon well come right ask favorite band hobby movie though get around eventuallyyou also check guy facebook profile hint stuff like youre nervous strike conversation though may sound like super corny advice best advice get really want guy like get know person meant course want wait really get know avoid topic may suit girlfriend thats fine shouldnt change fit idea guy may expect saywhen talk guy dont act like version girl think might like dont try mimic one popular girl high school wont get nearly far share true self othersif youre shy dont put open guy little little become friend wear whatever make feel good like babydoll dress wear want youre legging long shirt skirt tanktops jean tshirts thats fine shouldnt wear clothes tighter reveal youre comfortable fit image think guy youll look best youre clearly comfortable youre wearingdont feel like youre limited one style image whether youre grungy super girly rock leather jean one week pink babydoll dress next matter feel like whatever wear may think guy think youre cool youre mean people deem unworthy somehow inferior fact best thing friendly everyone around unless give reason whether youre talk quiet guy homeroom first time strike conversation new guy school make point smile face ask question friendly guy see youre person want aroundif youre shy dont suddenly become super outgo make effort least smile wave people introduce new people want great time hang guy show really care whether like romantically show care ask question life compliment look like care theyre feel make eye contact talk dont switch conversation every chance get keep check phone theyre try talk instead take time let know matterof course tricky let guy know care dont romantic feeling fun friendly make clear youre look friendship may think every girl feel confident look however youd surprised many girl plague insecurity try mask big smile mean attitude well work love person kind people around feel capable anything positive attitude great energy guy like around youdont talk much weight need lose much hate tall instead focus thing like yourselfof course take year truly love take step direction accept cant change work change dont want change get attention guy especially mean pretend love star war talk band cant stand hour talk favorite tv show great movie saw hobby care really thing care guy drawn passion think different talk girlfriend everyday thing except avoid talk guy likethe subject conversation less important make sure guy talk maintain fair balance talk listen try dominate conversation leave room people talkif youre talk guy oneonone try half talk though important feel comfortable actually talk thing matter also able get sense guy start lose interest youve talk horse twenty minute see guy shift foot check phone look around friend give save shift subject ask question insteadlearn read body language facial expression see whether guy listen he listen hell make eye contact unless he super shy crush turn body toward instead away one thing offer subtle compliment guy time time dont tell world beautiful eye he big hunk compliment new shirt guy wear tell great yesterday basketball game make kind lighthearted comment let guy know care dont actually crush guy give compliment eitheryou say something like youre good chemistry unique laugh could tell side hall want good time hang guy ask time time without interrogate get know little little show care thing matter dont need interview ask question two course conversation thing ask show caretheir favorite bandstheir hobbiestheir favorite tv show movie actorstheir weekend planstheir pet guy like girl dont take seriously attractive actually put make fun real way like say youre fat youre stupid hate something light humor show youre fun easygoing person different badmouthing hope someone give attention learn laugh rest life much easierfor example make comment like big surprise tripped wonder many pink sweater wear show guy youre aware goofy endear quality commit perfection would describe girly girl like wear dress emphasize feminine quality keep youre tomboy proud try giggle usual play hair usual change girly think thats guy want important thing act like guy impressedyou also mix youre tomboy want put dress skirt one stop crush guy something say make sure sure easy less stressful one friend talk guy tell youre think youll start easy flow communication guy impressed confidence bad happen may return feeling least youll satisfaction know courage talk begin withif youre really shy tell guy like person pas note talk online important thing come directly another misconception girl act around guy want girl laugh time course guy youre around genuinely funny laugh want avoid laugh youre think itll make people like laugh also joke share dont want people think youre laugh trackwhen guy genuinely funny crack want avoid think make look cute may also think guy like girl talk much money purse cost celebrity follow twitter thing may superficially make interest instead talk thing actually care guy impressed something worth bragging guy find way people praise youjust work best person guy impressed whether youre amaze learn foreign language unstoppable tennis serve may think guy think funny put girl talk random drama youre experience however guy actually prefer girl chill dont complain friend dont feel need put people feel well actually say nice thing girl arent avoid gossip guy like theyll see youre easygoing drama free drawn youif put girl itll sign insecurity guy see youre try make look well instead praise girl show comfortable offer
